City,Cloudiness,Country,Humidity,Lat,Long,Temperature,Wind Speed
Izumo,75,JP,83,35.37,132.75,74.41,4.7
Jacareacanga,48,BR,96,-6.22,-57.76,73.61,4.03
Jaguarao,12,BR,80,-32.57,-53.38,47.87,15.43
Jamestown,92,AU,47,-33.21,138.6,58.67,7.49
Jamestown,92,AU,47,-33.21,138.6,58.67,7.49
Jamestown,92,AU,47,-33.21,138.6,58.67,7.49
Jamestown,92,AU,47,-33.21,138.6,58.67,7.49
Jamestown,92,AU,47,-33.21,138.6,58.67,7.49
Jamestown,92,AU,47,-33.21,138.6,58.67,7.49
Jamestown,92,AU,47,-33.21,138.6,58.67,7.49
Jamestown,92,AU,47,-33.21,138.6,58.67,7.49
Jiexiu,88,CN,54,37.02,111.92,66.68,2.01
Jutai,32,BR,100,-1.71,-47.89,73.07,2.35
Kadhan,92,PK,81,24.48,68.99,84.23,13.2
Kahului,40,US,65,20.89,-156.47,80.58,21.92
Kahului,40,US,65,20.89,-156.47,80.58,21.92
Kailua,75,US,69,21.39,-157.74,81.16,11.41
Kailua,75,US,69,21.39,-157.74,81.16,11.41
Kaitangata,0,NZ,92,-46.28,169.85,41.39,5.59
Kaitangata,0,NZ,92,-46.28,169.85,41.39,5.59
Kalemie,0,CD,100,-5.95,29.2,74.33,9.4
Kamenka,0,RU,76,53.19,44.05,41.66,7.05
Kapaa,90,US,74,22.08,-159.32,79.59,14.99
Kapaa,90,US,74,22.08,-159.32,79.59,14.99
Kapaa,90,US,74,22.08,-159.32,79.59,14.99
Kapaa,90,US,74,22.08,-159.32,79.59,14.99
Kapaa,90,US,74,22.08,-159.32,79.59,14.99
Kapaa,90,US,74,22.08,-159.32,79.59,14.99
Kapaa,90,US,74,22.08,-159.32,79.59,14.99
Kapit,68,MY,96,2.02,112.94,76.31,2.46
Kaseda,75,JP,94,31.42,130.32,75.2,5.82
Katangli,0,RU,83,51.71,143.23,41.48,11.74
Katsuura,75,JP,100,33.93,134.5,69.8,4.7
Kavaratti,92,IN,100,10.57,72.64,82.43,27.85
Kedrovyy,0,RU,58,56.17,91.82,59,2.24
Ketchikan,90,US,66,55.34,-131.65,55.4,14.99
Kirakira,76,SB,100,-10.46,161.92,82.25,7.83
Kodiak,1,US,66,39.95,-94.76,84.2,6.93
Kodiak,1,US,66,39.95,-94.76,84.2,6.93
Komsomolskiy,48,RU,82,67.55,63.78,30.23,2.91
Kruisfontein,80,ZA,95,-34,24.73,62.81,13.87
Kruisfontein,80,ZA,95,-34,24.73,62.81,13.87
Kruisfontein,80,ZA,95,-34,24.73,62.81,13.87
Kruisfontein,80,ZA,95,-34,24.73,62.81,13.87
Kudahuvadhoo,56,MV,100,2.67,72.89,82.16,14.43
Kuldiga,0,LV,76,56.97,21.96,57.2,13.87
Kulhudhuffushi,44,MV,100,6.62,73.07,82.07,18.9
La Ronge,40,CA,25,55.1,-105.3,75.2,10.29
Labuhan,24,ID,90,-2.54,115.51,77.39,2.91
Lagoa,75,PT,93,37.14,-8.45,62.6,3.36
Lata,8,IN,89,30.78,78.62,53.72,1.9
Lavrentiya,92,RU,89,65.58,-170.99,35.09,10.18
Le Port,20,FR,93,42.87,1.37,38.06,1.68
Lebu,76,ET,96,8.96,38.73,50.93,2.8
Lebu,76,ET,96,8.96,38.73,50.93,2.8
Lebu,76,ET,96,8.96,38.73,50.93,2.8
Leona Vicario,75,MX,78,20.99,-87.21,83.43,10.29
Letterkenny,0,IE,100,54.95,-7.73,53.81,5.03
Lompoc,1,US,49,34.64,-120.46,64.42,17.22
Longyearbyen,75,NO,69,78.22,15.63,35.6,18.34
Los Llanos de Aridane,0,ES,77,28.66,-17.92,68,11.41
Los Llanos de Aridane,0,ES,77,28.66,-17.92,68,11.41
Luderitz,20,NA,69,-26.65,15.16,56.87,1.23
Luderitz,20,NA,69,-26.65,15.16,56.87,1.23
Mahebourg,75,MU,78,-20.41,57.7,75.2,12.75
Mahebourg,75,MU,78,-20.41,57.7,75.2,12.75
Mairana,80,BO,91,-18.12,-63.96,50.21,2.35
Makakilo City,75,US,69,21.35,-158.09,81.12,11.41
Male,80,UA,48,50.74,33.7,53.9,7.94
Manaus,40,BR,94,-3.13,-59.98,77,2.24
Maningrida,0,AU,73,-12.05,134.23,77.21,12.64
Mar del Plata,92,AR,88,-46.43,-67.52,41.3,15.99
Mar del Plata,92,AR,88,-46.43,-67.52,41.3,15.99
Marawi,48,PH,86,8,124.29,75.41,4.14
Mareeba,75,AU,65,-16.99,145.42,77,18.34
Marsa Matruh,0,EG,77,31.35,27.25,68,3.69
Marsh Harbour,24,BS,99,26.54,-77.06,81.26,8.95
Mataura,12,NZ,100,-46.19,168.86,40.67,4.7
Mataura,12,NZ,100,-46.19,168.86,40.67,4.7
Mataura,12,NZ,100,-46.19,168.86,40.67,4.7
Mataura,12,NZ,100,-46.19,168.86,40.67,4.7
Mataura,12,NZ,100,-46.19,168.86,40.67,4.7
Mataura,12,NZ,100,-46.19,168.86,40.67,4.7
Mataura,12,NZ,100,-46.19,168.86,40.67,4.7
Mataura,12,NZ,100,-46.19,168.86,40.67,4.7
Mataura,12,NZ,100,-46.19,168.86,40.67,4.7
Mataura,12,NZ,100,-46.19,168.86,40.67,4.7
Mataura,12,NZ,100,-46.19,168.86,40.67,4.7
Mataura,12,NZ,100,-46.19,168.86,40.67,4.7
Mataura,12,NZ,100,-46.19,168.86,40.67,4.7
Mataura,12,NZ,100,-46.19,168.86,40.67,4.7
Mataura,12,NZ,100,-46.19,168.86,40.67,4.7
Mataura,12,NZ,100,-46.19,168.86,40.67,4.7
Mattru,92,SL,96,7.62,-11.83,76.31,2.91
Maumere,20,ID,100,-8.63,122.22,80.27,5.93
Mhlume,0,SZ,67,-26.03,31.81,57.2,5.82
Mocuba,92,MZ,98,-16.84,36.99,62.09,6.15
Moose Factory,1,CA,70,51.26,-80.61,48.2,9.17
Mount Gambier,100,AU,99,-37.83,140.78,53.45,4.7
Mount Gambier,100,AU,99,-37.83,140.78,53.45,4.7
Mto wa Mbu,32,TZ,100,-3.38,35.86,57.41,6.04
Muravlenko,36,RU,66,63.79,74.5,64.7,14.76
Nadym,92,RU,98,65.53,72.51,40.58,17.78
Nanortalik,64,GL,97,60.14,-45.24,35,1.12
Naron,92,ES,93,43.52,-8.15,55.4,4.14
Narsaq,75,GL,93,60.91,-46.05,39.2,3.36
Narsaq,75,GL,93,60.91,-46.05,39.2,3.36
Naze,75,NG,100,5.43,7.07,71.6,5.59
Necochea,68,AR,100,-38.55,-58.74,44.9,14.43
New Norfolk,40,AU,44,-42.78,147.06,60.8,25.28
New Norfolk,40,AU,44,-42.78,147.06,60.8,25.28
New Norfolk,40,AU,44,-42.78,147.06,60.8,25.28
New Norfolk,40,AU,44,-42.78,147.06,60.8,25.28
New Norfolk,40,AU,44,-42.78,147.06,60.8,25.28
New Norfolk,40,AU,44,-42.78,147.06,60.8,25.28
New Norfolk,40,AU,44,-42.78,147.06,60.8,25.28
Nikolskoye,75,RU,81,59.7,30.79,48.2,11.18
Nikolskoye,75,RU,81,59.7,30.79,48.2,11.18
Nikolskoye,75,RU,81,59.7,30.79,48.2,11.18
Nioro,12,GM,45,13.79,-15.05,85.31,15.99
Nipawin,1,CA,29,53.36,-104.02,75.2,9.17
Nome,1,US,66,30.04,-94.42,83.28,5.82
Norman Wells,75,CA,36,65.28,-126.83,64.4,6.93
Norman Wells,75,CA,36,65.28,-126.83,64.4,6.93
Norman Wells,75,CA,36,65.28,-126.83,64.4,6.93
North Bend,1,US,55,43.41,-124.22,60.55,13.87
North Platte,1,US,65,41.12,-100.77,78.8,8.05
Nouadhibou,0,MR,68,20.93,-17.03,69.8,17.22
Obo,20,CF,96,5.39,26.49,68.75,3.36
Ocosingo,100,MX,96,16.91,-92.09,70.1,2.01
Oga,44,NG,87,8.18,5.65,77.03,7.72
Onega,92,RU,100,63.91,38.09,42.11,5.14
Ormara,68,PK,94,25.21,64.64,83.78,7.49
Ossora,0,RU,98,59.24,163.07,41.57,4.36
Ostrovnoy,92,RU,100,68.05,39.51,36.53,7.94
Otane,76,NZ,94,-39.89,176.62,46.97,8.72
Pacific Grove,1,US,52,36.62,-121.92,65.71,14.99
Pak Phanang,20,TH,88,8.35,100.2,78.8,4.7
Pandan,88,PH,100,11.72,122.09,81.17,20.24
Pangody,76,RU,94,65.85,74.49,35.99,16.78
Panguna,20,PG,80,-6.32,155.48,83.15,3.24
Pareora,0,NZ,100,-44.49,171.21,44.72,4.25
Peace River,75,CA,25,56.23,-117.29,75.2,6.93
Pitanga,0,BR,87,-24.76,-51.76,53.18,5.14
Pokhara,100,NP,82,28.21,83.99,60.2,2.01
Polson,0,US,43,47.69,-114.16,67.31,2.46
Ponta Delgada,20,PT,72,37.73,-25.67,62.6,6.93
Ponta do Sol,8,BR,91,-20.63,-46,59.93,4.36
Ponta do Sol,8,BR,91,-20.63,-46,59.93,4.36
Ponta do Sol,8,BR,91,-20.63,-46,59.93,4.36
Port Alfred,80,ZA,100,-33.59,26.89,64.34,11.86
Port Alfred,80,ZA,100,-33.59,26.89,64.34,11.86
Port Alfred,80,ZA,100,-33.59,26.89,64.34,11.86
Port Alfred,80,ZA,100,-33.59,26.89,64.34,11.86
Port Alfred,80,ZA,100,-33.59,26.89,64.34,11.86
Port Alfred,80,ZA,100,-33.59,26.89,64.34,11.86
Port Alfred,80,ZA,100,-33.59,26.89,64.34,11.86
Port Alfred,80,ZA,100,-33.59,26.89,64.34,11.86
Port Blair,92,IN,100,11.67,92.75,79.64,24.38
Port Blair,92,IN,100,11.67,92.75,79.64,24.38
Port Elizabeth,1,US,77,39.31,-74.98,64.8,3.36
Port Elizabeth,1,US,77,39.31,-74.98,64.8,3.36
Port Elizabeth,1,US,77,39.31,-74.98,64.8,3.36
Port Hardy,90,CA,87,50.7,-127.42,53.6,4.7
Port Hueneme,1,US,52,34.15,-119.2,69.96,9.17
Portland,75,US,43,45.52,-122.67,68.88,4.14
Prainha,36,BR,99,-1.8,-53.48,75.77,2.68
Provideniya,75,RU,80,64.42,-173.23,41,11.18
Provideniya,75,RU,80,64.42,-173.23,41,11.18
Puerto Ayora,20,EC,61,-0.74,-90.35,77,16.11
Puerto Ayora,20,EC,61,-0.74,-90.35,77,16.11
Puerto Ayora,20,EC,61,-0.74,-90.35,77,16.11
Punta Arenas,75,CL,69,-53.16,-70.91,39.2,12.75
Punta Arenas,75,CL,69,-53.16,-70.91,39.2,12.75
Punta Arenas,75,CL,69,-53.16,-70.91,39.2,12.75
Punta Arenas,75,CL,69,-53.16,-70.91,39.2,12.75
Punta Arenas,75,CL,69,-53.16,-70.91,39.2,12.75
Punta Arenas,75,CL,69,-53.16,-70.91,39.2,12.75
Punta Arenas,75,CL,69,-53.16,-70.91,39.2,12.75
Punta Arenas,75,CL,69,-53.16,-70.91,39.2,12.75
Punta Arenas,75,CL,69,-53.16,-70.91,39.2,12.75
Punta Arenas,75,CL,69,-53.16,-70.91,39.2,12.75
Punta Arenas,75,CL,69,-53.16,-70.91,39.2,12.75
Punta Arenas,75,CL,69,-53.16,-70.91,39.2,12.75
Punta Arenas,75,CL,69,-53.16,-70.91,39.2,12.75
Qaanaaq,0,GL,96,77.48,-69.36,28.25,6.49
Qaanaaq,0,GL,96,77.48,-69.36,28.25,6.49
Qaanaaq,0,GL,96,77.48,-69.36,28.25,6.49
Qaanaaq,0,GL,96,77.48,-69.36,28.25,6.49
Qaanaaq,0,GL,96,77.48,-69.36,28.25,6.49
Qaanaaq,0,GL,96,77.48,-69.36,28.25,6.49
Qaanaaq,0,GL,96,77.48,-69.36,28.25,6.49
Rafaela,0,AR,83,-31.25,-61.49,39.68,2.91
Rawlins,1,US,7,41.79,-107.24,82.4,17.22
Ribeira Grande,0,PT,100,38.52,-28.7,64.7,9.28
Ribeira Grande,0,PT,100,38.52,-28.7,64.7,9.28
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rikitea,20,PF,100,-23.12,-134.97,72.71,14.99
Rio Gallegos,0,AR,69,-51.62,-69.22,39.2,23.04
Riviere-au-Renard,75,CA,66,49,-64.4,53.6,13.2
Safranbolu,20,TR,86,41.25,32.69,60.38,2.35
Sai Buri,32,TH,94,6.7,101.62,77.99,4.7
Saint George,0,GR,82,39.45,22.34,68,4.7
Saint-Augustin,0,FR,93,44.83,-0.61,61.61,3.36
Saint-Francois,36,FR,93,46.42,3.91,62.6,1.9
Saint-Joseph,92,FR,93,43.56,6.97,64.36,3.36
Saint-Joseph,92,FR,93,43.56,6.97,64.36,3.36
Saint-Medard-en-Jalles,0,FR,93,44.9,-0.72,61.61,3.36
Saint-Philippe,90,CA,72,45.36,-73.48,64.9,12.08
Saint-Philippe,90,CA,72,45.36,-73.48,64.9,12.08
Saint-Philippe,90,CA,72,45.36,-73.48,64.9,12.08
Sajanan,40,TN,72,37.06,9.24,67.06,13.87
Salalah,75,OM,83,17.01,54.1,82.4,9.17
Salamiyah,0,SY,56,35.01,37.05,64.7,2.57
Saldanha,92,PT,98,41.42,-6.55,56.06,5.93
San Isidro,64,PH,96,16.74,121.63,77.39,2.57
San Patricio,0,PY,84,-26.98,-56.83,44.81,2.57
San Patricio,0,PY,84,-26.98,-56.83,44.81,2.57
San Policarpo,48,PH,99,12.18,125.51,81.8,18.01
San Quintin,75,PH,83,17.54,120.52,84.2,2.24
Santa Marta,40,CO,55,11.24,-74.21,91.4,13.87
Santo Antonio do Ica,32,BR,80,-3.1,-67.94,79.37,4.59
Sao Filipe,0,CV,93,14.9,-24.5,74.87,8.72
Sao Filipe,0,CV,93,14.9,-24.5,74.87,8.72
Sao Joao da Barra,24,BR,100,-21.64,-41.05,72.44,8.72
Sao Miguel do Araguaia,8,BR,81,-13.28,-50.16,75.32,3.91
Saskylakh,0,RU,64,71.97,114.09,62.36,13.2
Sengiley,0,RU,81,53.96,48.79,46.4,8.95
Severo-Kurilsk,92,RU,98,50.68,156.12,38.87,14.2
Severo-Kurilsk,92,RU,98,50.68,156.12,38.87,14.2
Severo-Kurilsk,92,RU,98,50.68,156.12,38.87,14.2
Shahr-e Babak,0,IR,22,30.12,55.12,70.91,8.39
Shelburne,0,CA,77,44.08,-80.2,66.36,3.36
